song,performer,date,chart_position,previous_position,peak,weeks_on_chart,hitTF
Kings & Queens,Ava Max,2021-01-02,41,30,15,8,1
Champagne Night,Lady A,2021-01-02,80,0,33,6,1
Cry Baby,Megan Thee Stallion Featuring DaBaby,2021-01-02,67,95,28,18,1
Body,Megan Thee Stallion,2021-01-02,35,22,16,16,1
Last Christmas,Wham!,2021-01-02,9,14,9,1,1
Bang!,AJR,2021-01-02,37,33,8,11,1
Champagne Problems,Taylor Swift,2021-01-02,77,21,77,1,1
Laugh Now Cry Later,Drake Featuring Lil Durk,2021-01-02,25,17,7,11,1
Little Saint Nick,The Beach Boys,2021-01-02,47,0,47,1,1
Levitating,Dua Lipa Featuring DaBaby,2021-01-02,27,27,5,18,1
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,2021-01-02,8,11,8,2,1
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,2021-01-02,31,24,12,11,1
Christmas (Baby Please Come Home),Darlene Love,2021-01-02,19,37,19,1,1
Lonely,Justin Bieber & benny blanco,2021-01-02,53,51,12,11,1
Jingle Bell Rock,Bobby Helms,2021-01-02,3,4,3,2,1
Go Crazy,Chris Brown & Young Thug,2021-01-02,24,16,3,18,1
"Big, Big Plans",Chris Lane,2021-01-02,71,73,49,9,1
Gnat,Eminem,2021-01-02,60,0,60,1,1
Forever After All,Luke Combs,2021-01-02,73,92,35,18,1
Golden,Harry Styles,2021-01-02,95,0,57,12,1
Good Time,Niko Moon,2021-01-02,82,96,20,14,1
Better Together,Luke Combs,2021-01-02,57,59,15,14,1
Hallelujah,Carrie Underwood & John Legend,2021-01-02,54,84,54,1,1
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,2021-01-02,29,25,11,18,1
Love You Like I Used To,Russell Dickerson,2021-01-02,79,83,50,5,1
Happy Holiday / The Holiday Season,Andy Williams,2021-01-02,18,26,18,1,1
Have Yourself A Merry Little Christmas,Michael Buble,2021-01-02,49,0,49,1,1
Feliz Navidad,Jose Feliciano,2021-01-02,6,10,6,2,1
Hawai,Maluma & The Weeknd,2021-01-02,63,65,43,4,1
Favorite Time Of Year,Carrie Underwood,2021-01-02,62,99,62,1,1
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,2021-01-02,26,69,26,1,1
Hit Different,SZA Featuring Ty Dolla $ign,2021-01-02,90,0,62,6,1
Hole In The Bottle,Kelsea Ballerini,2021-01-02,96,0,39,11,1
Dynamite,BTS,2021-01-02,44,9,5,15,1
Holiday,Lil Nas X,2021-01-02,56,56,43,7,1
Bichota,Karol G,2021-01-02,88,0,72,10,1
Holy,Justin Bieber Featuring Chance The Rapper,2021-01-02,21,13,4,12,1
I Hope,Gabby Barrett Featuring Charlie Puth,2021-01-02,30,20,8,11,1
Diamonds,Sam Smith,2021-01-02,65,66,39,7,1
I'll Be Home For Christmas,Bing Crosby,2021-01-02,50,0,50,1,1
Damage,H.E.R.,2021-01-02,92,0,44,18,1
It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,2021-01-02,15,42,15,2,1
It's Beginning To Look A Lot Like Christmas,Michael Buble,2021-01-02,23,15,15,2,1
It's The Most Wonderful Time Of The Year,Andy Williams,2021-01-02,5,7,5,2,1
Dakiti,Bad Bunny & Jhay Cortez,2021-01-02,34,23,16,18,1
Deck The Halls,Nat King Cole,2021-01-02,43,47,43,1,1
Blue Christmas,Elvis Presley,2021-01-02,33,0,33,1,1
This Christmas,Donny Hathaway,2021-01-02,39,0,39,1,1
White Christmas,Bing Crosby,2021-01-02,20,38,20,1,1
Afterglow,Ed Sheeran,2021-01-02,59,0,29,10,1
Put Your Records On,Ritt Momney,2021-01-02,100,0,30,16,1
Tyler Herro,Jack Harlow,2021-01-02,76,77,61,12,1
The Christmas Song (Merry Christmas To You),Nat King Cole,2021-01-02,11,15,11,2,1
7 Summers,Morgan Wallen,2021-01-02,83,0,18,7,1
Rockin' Around The Christmas Tree,Brenda Lee,2021-01-02,2,87,2,3,1
Rockin' Around The Christmas Tree,Justin Bieber,2021-01-02,61,2,2,3,1
Tequila Shots,Kid Cudi,2021-01-02,86,41,86,1,1
Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,2021-01-02,36,0,36,1,1
What You Know Bout Love,Pop Smoke,2021-01-02,51,48,9,18,1
Prisoner,Miley Cyrus Featuring Dua Lipa,2021-01-02,81,94,60,8,1
Rudolph The Red-Nosed Reindeer,Gene Autry,2021-01-02,16,31,16,1,1
Under The Mistletoe,Kelly Clarkson & Brett Eldredge,2021-01-02,75,0,75,1,1
Santa Claus Is Comin' To Town,Jackson 5,2021-01-02,46,0,46,1,1
Santa Tell Me,Ariana Grande,2021-01-02,17,32,17,1,1
Way Out,Jack Harlow Featuring Big Sean,2021-01-02,89,74,83,3,1
Take Me Home For Christmas,Dan + Shay,2021-01-02,48,58,48,2,1
Adderall (Corvette Corvette),Popp Hunna,2021-01-02,84,0,74,6,1
Underneath The Tree,Kelly Clarkson,2021-01-02,12,28,12,2,1
Silent Night,Carrie Underwood,2021-01-02,94,0,94,1,1
WAP,Cardi B Featuring Megan Thee Stallion,2021-01-02,55,55,35,5,1
A Holly Jolly Christmas,Burl Ives,2021-01-02,4,6,4,2,1
Sleigh Ride,The Ronettes,2021-01-02,13,19,13,1,1
Run Rudolph Run,Chuck Berry,2021-01-02,10,29,10,2,1
All I Want For Christmas Is You,Mariah Carey,2021-01-02,1,2,1,2,1
Whoopty,CJ,2021-01-02,52,53,10,16,1
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,2021-01-02,72,88,55,7,1
'Tis The Damn Season,Taylor Swift,2021-01-02,91,39,91,1,1
Therefore I Am,Billie Eilish,2021-01-02,42,36,12,18,1
Backdoor,Lil Durk,2021-01-02,93,0,62,4,1
Monster,Shawn Mendes & Justin Bieber,2021-01-02,64,62,36,10,1
(There's No Place Like) Home For The Holidays,Perry Como,2021-01-02,22,43,22,1,1
Throat Baby (Go Baby),BRS Kash,2021-01-02,74,97,24,13,1
Mood,24kGoldn Featuring iann dior,2021-01-02,7,5,1,18,1
34+35,Ariana Grande,2021-01-02,40,35,2,18,1
Moonwalking In Calabasas,DDG,2021-01-02,98,0,81,11,1
You're Mines Still,Yung Bleu Featuring Drake,2021-01-02,85,0,18,18,1
Back To The Streets,Saweetie Featuring Jhene Aiko,2021-01-02,87,0,58,9,1
Willow,Taylor Swift,2021-01-02,38,1,22,18,1
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,2021-01-02,32,0,32,1,1
Starting Over,Chris Stapleton,2021-01-02,66,72,26,18,1
My Ex's Best Friend,Machine Gun Kelly X blackbear,2021-01-02,69,86,21,18,1
Took Her To The O,King Von,2021-01-02,99,0,86,3,1
You Broke Me First.,Tate McRae,2021-01-02,68,79,17,18,1
Wonderful Christmastime,Paul McCartney,2021-01-02,28,46,28,1,1
The First Noel,Gabby Barrett,2021-01-02,78,0,78,1,1
"No Body, No Crime",Taylor Swift Featuring HAIM,2021-01-02,97,34,97,1,1
On Me,Lil Baby,2021-01-02,58,60,23,18,1
Without You,The Kid LAROI,2021-01-02,70,81,30,18,1
Please Come Home For Christmas,Eagles,2021-01-02,45,0,45,1,1
Positions,Ariana Grande,2021-01-02,14,8,2,18,1
Tyler Herro,Jack Harlow,2021-01-09,68,76,61,12,1
Throat Baby (Go Baby),BRS Kash,2021-01-09,66,74,24,13,1
Took Her To The O,King Von,2021-01-09,94,99,86,3,1
Underneath The Tree,Kelly Clarkson,2021-01-09,50,12,12,2,1
Feliz Navidad,Jose Feliciano,2021-01-09,39,6,6,2,1
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,2021-01-09,13,29,11,18,1
M3tamorphosis,Playboi Carti Featuring Kid Cudi,2021-01-09,99,0,99,1,1
Dynamite,BTS,2021-01-09,5,44,5,15,1
Body,Megan Thee Stallion,2021-01-09,21,35,16,16,1
Champagne Night,Lady A,2021-01-09,52,80,33,6,1
You're Mines Still,Yung Bleu Featuring Drake,2021-01-09,69,85,18,18,1
You Broke Me First.,Tate McRae,2021-01-09,51,68,17,18,1
Without You,The Kid LAROI,2021-01-09,65,70,30,18,1
Willow,Taylor Swift,2021-01-09,23,38,22,18,1
Cry Baby,Megan Thee Stallion Featuring DaBaby,2021-01-09,57,67,28,18,1
Whoopty,CJ,2021-01-09,27,52,10,16,1
Dakiti,Bad Bunny & Jhay Cortez,2021-01-09,20,34,16,18,1
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2021-01-09,34,44,34,6,1
Damage,H.E.R.,2021-01-09,78,92,44,18,1
Death Ain't Easy,Lil Durk,2021-01-09,93,0,93,1,1
Forever After All,Luke Combs,2021-01-09,55,73,35,18,1
What You Know Bout Love,Pop Smoke,2021-01-09,22,51,9,18,1
Way Out,Jack Harlow Featuring Big Sean,2021-01-09,98,89,83,3,1
Diamonds,Sam Smith,2021-01-09,46,65,39,7,1
Watermelon Sugar,Harry Styles,2021-01-09,47,0,42,2,1
Down To One,Luke Bryan,2021-01-09,91,0,36,17,1
WAP,Cardi B Featuring Megan Thee Stallion,2021-01-09,36,55,35,5,1
Vamp Anthem,Playboi Carti,2021-01-09,90,0,90,1,1
What's Your Country Song,Thomas Rhett,2021-01-09,80,0,29,17,1
Take You Dancing,Jason Derulo,2021-01-09,79,0,57,5,1
Go Crazy,Chris Brown & Young Thug,2021-01-09,6,24,3,18,1
Redman,Lil Durk,2021-01-09,71,0,71,1,1
Put Your Records On,Ritt Momney,2021-01-09,84,100,30,16,1
It's The Most Wonderful Time Of The Year,Andy Williams,2021-01-09,28,5,5,2,1
Prisoner,Miley Cyrus Featuring Dua Lipa,2021-01-09,67,81,60,8,1
Pretty Heart,Parker McCollum,2021-01-09,40,0,37,2,1
Jingle Bell Rock,Bobby Helms,2021-01-09,15,3,3,2,1
Just The Way,Parmalee x Blanco Brown,2021-01-09,97,0,31,17,1
Positions,Ariana Grande,2021-01-09,2,14,2,18,1
Kings & Queens,Ava Max,2021-01-09,16,41,15,8,1
On Me,Lil Baby,2021-01-09,48,58,23,18,1
Refugee,Lil Durk,2021-01-09,86,0,86,1,1
Laugh Now Cry Later,Drake Featuring Lil Durk,2021-01-09,7,25,7,11,1
My Ex's Best Friend,Machine Gun Kelly X blackbear,2021-01-09,56,69,21,18,1
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,2021-01-09,14,31,12,11,1
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,2021-01-09,64,72,55,7,1
More Than My Hometown,Morgan Wallen,2021-01-09,33,0,16,6,1
Levitating,Dua Lipa Featuring DaBaby,2021-01-09,10,27,5,18,1
Mood,24kGoldn Featuring iann dior,2021-01-09,1,7,1,18,1
Monsters,All Time Low Featuring Demi Lovato & blackbear ,2021-01-09,88,0,55,17,1
Lonely,Justin Bieber & benny blanco,2021-01-09,25,53,12,11,1
Midnight Sky,Miley Cyrus,2021-01-09,81,0,71,3,1
Love You Like I Used To,Russell Dickerson,2021-01-09,60,79,50,5,1
New N3on,Playboi Carti,2021-01-09,92,0,92,1,1
Rockin' Around The Christmas Tree,Brenda Lee,2021-01-09,12,61,2,3,1
I Should Probably Go To Bed,Dan + Shay,2021-01-09,37,70,28,4,1
Rockstar,DaBaby Featuring Roddy Ricch,2021-01-09,26,50,26,7,1
Go2DaMoon,Playboi Carti Featuring Kanye West,2021-01-09,82,0,82,1,1
The Good Ones,Gabby Barrett,2021-01-09,100,0,19,17,1
Golden,Harry Styles,2021-01-09,75,95,57,12,1
Good Days,SZA,2021-01-09,38,0,9,17,1
The Christmas Song (Merry Christmas To You),Nat King Cole,2021-01-09,44,11,11,2,1
Good Time,Niko Moon,2021-01-09,61,82,20,14,1
Happy Anywhere,Blake Shelton Featuring Gwen Stefani,2021-01-09,42,0,32,2,1
Happy Does,Kenny Chesney,2021-01-09,87,0,47,8,1
Take Me Home For Christmas,Dan + Shay,2021-01-09,89,48,48,2,1
Still Trappin',Lil Durk & King Von,2021-01-09,53,0,53,12,1
Stay Down,"Lil Durk, 6LACK & Young Thug",2021-01-09,73,0,73,3,1
Starting Over,Chris Stapleton,2021-01-09,35,66,26,18,1
Hawai,Maluma & The Weeknd,2021-01-09,49,63,43,4,1
So Done,The Kid LAROI,2021-01-09,96,0,74,8,1
Slay3r,Playboi Carti,2021-01-09,72,0,72,1,1
Hit Different,SZA Featuring Ty Dolla $ign,2021-01-09,70,90,62,6,1
Hole In The Bottle,Kelsea Ballerini,2021-01-09,58,96,39,11,1
Save Your Tears,The Weeknd,2021-01-09,95,0,4,17,1
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2021-01-09,31,0,31,5,1
Holiday,Lil Nas X,2021-01-09,43,56,43,7,1
Run Rudolph Run,Chuck Berry,2021-01-09,29,10,10,2,1
Holy,Justin Bieber Featuring Chance The Rapper,2021-01-09,4,21,4,12,1
I Hope,Gabby Barrett Featuring Charlie Puth,2021-01-09,8,30,8,11,1
Therefore I Am,Billie Eilish,2021-01-09,18,42,12,18,1
Monster,Shawn Mendes & Justin Bieber,2021-01-09,45,64,36,10,1
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,2021-01-09,41,8,8,2,1
Better Together,Luke Combs,2021-01-09,24,57,15,14,1
All I Want For Christmas Is You,Mariah Carey,2021-01-09,9,1,1,2,1
34+35,Ariana Grande,2021-01-09,19,40,2,18,1
Afterglow,Ed Sheeran,2021-01-09,32,59,29,10,1
Bichota,Karol G,2021-01-09,85,88,72,10,1
"Big, Big Plans",Chris Lane,2021-01-09,54,71,49,9,1
Ain't Always The Cowboy,Jon Pardi,2021-01-09,83,93,76,2,1
Backdoor,Lil Durk,2021-01-09,62,93,62,4,1
7 Summers,Morgan Wallen,2021-01-09,63,83,18,7,1
Beers And Sunshine,Darius Rucker,2021-01-09,76,0,42,13,1
A Holly Jolly Christmas,Burl Ives,2021-01-09,17,4,4,2,1
Bang!,AJR,2021-01-09,11,37,8,11,1
Adderall (Corvette Corvette),Popp Hunna,2021-01-09,74,84,74,6,1
Blinding Lights,The Weeknd,2021-01-09,3,18,3,17,1
B.S.,Jhene Aiko Featuring H.E.R.,2021-01-09,59,76,52,3,1
Back To The Streets,Saweetie Featuring Jhene Aiko,2021-01-09,77,87,58,9,1
Before You Go,Lewis Capaldi,2021-01-09,30,0,24,8,1
Back To The Streets,Saweetie Featuring Jhene Aiko,2021-01-16,63,77,58,9,1
Momma's House,Dustin Lynch,2021-01-16,88,0,59,15,1
So Done,The Kid LAROI,2021-01-16,80,96,74,8,1
Took Her To The O,King Von,2021-01-16,86,94,86,3,1
Cry Baby,Megan Thee Stallion Featuring DaBaby,2021-01-16,44,57,28,18,1
Happy Does,Kenny Chesney,2021-01-16,69,87,47,8,1
Happy Anywhere,Blake Shelton Featuring Gwen Stefani,2021-01-16,32,42,32,2,1
Afterglow,Ed Sheeran,2021-01-16,29,32,29,10,1
Pretty Heart,Parker McCollum,2021-01-16,37,40,37,2,1
Bang!,AJR,2021-01-16,9,11,8,11,1
Some Girls,Jameson Rodgers,2021-01-16,85,0,85,1,1
Good Time,Niko Moon,2021-01-16,48,61,20,14,1
7 Summers,Morgan Wallen,2021-01-16,53,63,18,7,1
Levitating,Dua Lipa Featuring DaBaby,2021-01-16,7,10,5,18,1
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,2021-01-16,12,14,12,11,1
Prisoner,Miley Cyrus Featuring Dua Lipa,2021-01-16,60,67,60,8,1
Moonwalking In Calabasas,DDG,2021-01-16,82,98,81,11,1
Good Days,SZA,2021-01-16,23,38,9,17,1
Tyler Herro,Jack Harlow,2021-01-16,61,68,61,12,1
Way Out,Jack Harlow Featuring Big Sean,2021-01-16,83,98,83,3,1
Save Your Tears,The Weeknd,2021-01-16,46,95,4,17,1
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2021-01-16,31,31,31,5,1
Watermelon Sugar,Harry Styles,2021-01-16,42,47,42,2,1
More Than My Hometown,Morgan Wallen,2021-01-16,27,33,16,6,1
Damage,H.E.R.,2021-01-16,66,78,44,18,1
Girl Like Me,Black Eyed Peas X Shakira,2021-01-16,87,0,67,14,1
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,2021-01-16,55,64,55,7,1
WAP,Cardi B Featuring Megan Thee Stallion,2021-01-16,35,36,35,5,1
Without You,The Kid LAROI,2021-01-16,54,65,30,18,1
Backdoor,Lil Durk,2021-01-16,74,62,62,4,1
Love You Like I Used To,Russell Dickerson,2021-01-16,50,60,50,5,1
Go Crazy,Chris Brown & Young Thug,2021-01-16,5,6,3,18,1
Anyone,Justin Bieber,2021-01-16,6,0,6,16,1
Midnight Sky,Miley Cyrus,2021-01-16,71,81,71,3,1
Long Live,Florida Georgia Line,2021-01-16,79,0,45,16,1
Willow,Taylor Swift,2021-01-16,22,23,22,18,1
Golden,Harry Styles,2021-01-16,65,75,57,12,1
Dakiti,Bad Bunny & Jhay Cortez,2021-01-16,17,20,16,18,1
"Big, Big Plans",Chris Lane,2021-01-16,49,54,49,9,1
Put Your Records On,Ritt Momney,2021-01-16,67,84,30,16,1
Lonely,Justin Bieber & benny blanco,2021-01-16,18,25,12,11,1
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,2021-01-16,11,13,11,18,1
My Ex's Best Friend,Machine Gun Kelly X blackbear,2021-01-16,41,56,21,18,1
Better Together,Luke Combs,2021-01-16,19,24,15,14,1
Wonder,Shawn Mendes,2021-01-16,91,0,91,1,1
B.S.,Jhene Aiko Featuring H.E.R.,2021-01-16,52,59,52,3,1
Adderall (Corvette Corvette),Popp Hunna,2021-01-16,78,74,74,6,1
What You Know Bout Love,Pop Smoke,2021-01-16,20,22,9,18,1
The Good Ones,Gabby Barrett,2021-01-16,77,100,19,17,1
Everywhere But On,Matt Stell,2021-01-16,96,0,96,1,1
Hit Different,SZA Featuring Ty Dolla $ign,2021-01-16,62,70,62,6,1
Forever After All,Luke Combs,2021-01-16,51,55,35,18,1
34+35,Ariana Grande,2021-01-16,13,19,2,18,1
Whoopty,CJ,2021-01-16,21,27,10,16,1
Take You Dancing,Jason Derulo,2021-01-16,57,79,57,5,1
You're Mines Still,Yung Bleu Featuring Drake,2021-01-16,56,69,18,18,1
Kings & Queens,Ava Max,2021-01-16,15,16,15,8,1
Hole In The Bottle,Kelsea Ballerini,2021-01-16,45,58,39,11,1
Bichota,Karol G,2021-01-16,73,85,72,10,1
Holiday,Lil Nas X,2021-01-16,47,43,43,7,1
On Me,Lil Baby,2021-01-16,38,48,23,18,1
Down To One,Luke Bryan,2021-01-16,72,91,36,17,1
Beers And Sunshine,Darius Rucker,2021-01-16,64,76,42,13,1
Kacey Talk,YoungBoy Never Broke Again,2021-01-16,90,0,90,2,1
Holy,Justin Bieber Featuring Chance The Rapper,2021-01-16,4,4,4,12,1
Body,Megan Thee Stallion,2021-01-16,16,21,16,16,1
Still Trappin',Lil Durk & King Von,2021-01-16,59,53,53,12,1
Rockstar,DaBaby Featuring Roddy Ricch,2021-01-16,26,26,26,7,1
I Hope,Gabby Barrett Featuring Charlie Puth,2021-01-16,10,8,8,11,1
Reminds Me Of You,The Kid LAROI & Juice WRLD,2021-01-16,99,89,99,1,1
Just The Way,Parmalee x Blanco Brown,2021-01-16,75,97,31,17,1
One Too Many,Keith Urban Duet With P!nk,2021-01-16,89,0,72,15,1
Mood,24kGoldn Featuring iann dior,2021-01-16,1,1,1,18,1
I Should Probably Go To Bed,Dan + Shay,2021-01-16,28,37,28,4,1
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2021-01-16,34,34,34,6,1
La Noche de Anoche,Bad Bunny & Rosalia,2021-01-16,92,0,58,11,1
Still Goin Down,Morgan Wallen,2021-01-16,98,0,45,6,1
What's Your Country Song,Thomas Rhett,2021-01-16,68,80,29,17,1
Dynamite,BTS,2021-01-16,25,5,5,15,1
Monster,Shawn Mendes & Justin Bieber,2021-01-16,36,45,36,10,1
Before You Go,Lewis Capaldi,2021-01-16,24,30,24,8,1
Champagne Night,Lady A,2021-01-16,33,52,33,6,1
Throat Baby (Go Baby),BRS Kash,2021-01-16,58,66,24,13,1
Hawai,Maluma & The Weeknd,2021-01-16,43,49,43,4,1
You Broke Me First.,Tate McRae,2021-01-16,40,51,17,18,1
Somebody's Problem,Morgan Wallen,2021-01-16,81,0,26,10,1
Diamonds,Sam Smith,2021-01-16,39,46,39,7,1
Starting Over,Chris Stapleton,2021-01-16,30,35,26,18,1
Heat Waves,Glass Animals,2021-01-16,100,0,39,14,1
Stay Down,"Lil Durk, 6LACK & Young Thug",2021-01-16,84,73,73,3,1
Laugh Now Cry Later,Drake Featuring Lil Durk,2021-01-16,8,7,7,11,1
Blinding Lights,The Weeknd,2021-01-16,3,3,3,17,1
Lady,Brett Young,2021-01-16,97,0,52,15,1
Therefore I Am,Billie Eilish,2021-01-16,14,18,12,18,1
Almost Maybes,Jordan Davis,2021-01-16,95,0,73,13,1
Hell Of A View,Eric Church,2021-01-16,94,0,41,15,1
Back In Blood,Pooh Shiesty Featuring Lil Durk,2021-01-16,93,0,13,16,1
Positions,Ariana Grande,2021-01-16,2,2,2,18,1
Monsters,All Time Low Featuring Demi Lovato & blackbear ,2021-01-16,70,88,55,17,1
Ain't Always The Cowboy,Jon Pardi,2021-01-16,76,83,76,2,1
Drivers License,Olivia Rodrigo,2021-01-23,1,0,1,15,1
What You Know Bout Love,Pop Smoke,2021-01-23,27,20,9,18,1
What's Your Country Song,Thomas Rhett,2021-01-23,76,68,29,17,1
Back To The Streets,Saweetie Featuring Jhene Aiko,2021-01-23,68,63,58,9,1
Sand In My Boots,Morgan Wallen,2021-01-23,32,0,32,11,1
Monster,Shawn Mendes & Justin Bieber,2021-01-23,55,36,36,10,1
Dynamite,BTS,2021-01-23,35,25,5,15,1
Rockstar,DaBaby Featuring Roddy Ricch,2021-01-23,34,26,26,7,1
Monsters,All Time Low Featuring Demi Lovato & blackbear ,2021-01-23,81,70,55,17,1
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,2021-01-23,15,11,11,18,1
7 Summers,Morgan Wallen,2021-01-23,18,53,18,7,1
Midnight Sky,Miley Cyrus,2021-01-23,98,71,71,3,1
865,Morgan Wallen,2021-01-23,46,0,46,5,1
Better Together,Luke Combs,2021-01-23,24,19,15,14,1
So Done,The Kid LAROI,2021-01-23,94,80,74,8,1
Wasted On You,Morgan Wallen,2021-01-23,9,0,9,15,1
Hawai,Maluma & The Weeknd,2021-01-23,50,43,43,4,1
This Bar,Morgan Wallen,2021-01-23,92,0,92,1,1
Somebody's Problem,Morgan Wallen,2021-01-23,26,81,26,10,1
Laugh Now Cry Later,Drake Featuring Lil Durk,2021-01-23,13,8,7,11,1
Therefore I Am,Billie Eilish,2021-01-23,17,14,12,18,1
Starting Over,Chris Stapleton,2021-01-23,38,30,26,18,1
The Good Ones,Gabby Barrett,2021-01-23,89,77,19,17,1
Still Goin Down,Morgan Wallen,2021-01-23,45,98,45,6,1
Hit Different,SZA Featuring Ty Dolla $ign,2021-01-23,80,62,62,6,1
Before You Go,Lewis Capaldi,2021-01-23,31,24,24,8,1
Kings & Queens,Ava Max,2021-01-23,28,15,15,8,1
Hole In The Bottle,Kelsea Ballerini,2021-01-23,49,45,39,11,1
Beers And Sunshine,Darius Rucker,2021-01-23,77,64,42,13,1
Holiday,Lil Nas X,2021-01-23,58,47,43,7,1
Holy,Justin Bieber Featuring Chance The Rapper,2021-01-23,7,4,4,12,1
Still Trappin',Lil Durk & King Von,2021-01-23,61,59,53,12,1
I Hope,Gabby Barrett Featuring Charlie Puth,2021-01-23,14,10,8,11,1
Just The Way,Parmalee x Blanco Brown,2021-01-23,87,75,31,17,1
Streets,Doja Cat,2021-01-23,91,0,16,15,1
I Should Probably Go To Bed,Dan + Shay,2021-01-23,30,28,28,4,1
Take You Dancing,Jason Derulo,2021-01-23,72,57,57,5,1
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2021-01-23,43,31,31,5,1
Throat Baby (Go Baby),BRS Kash,2021-01-23,69,58,24,13,1
Happy Does,Kenny Chesney,2021-01-23,70,69,47,8,1
Save Your Tears,The Weeknd,2021-01-23,21,46,4,17,1
Warning,Morgan Wallen,2021-01-23,42,0,42,5,1
Girl Like Me,Jazmine Sullivan Featuring H.E.R.,2021-01-23,97,87,67,14,1
WAP,Cardi B Featuring Megan Thee Stallion,2021-01-23,48,35,35,5,1
Love You Like I Used To,Russell Dickerson,2021-01-23,60,50,50,5,1
Go Crazy,Chris Brown & Young Thug,2021-01-23,5,5,3,18,1
Long Live,Florida Georgia Line,2021-01-23,79,79,45,16,1
Lonely,Justin Bieber & benny blanco,2021-01-23,12,18,12,11,1
Golden,Harry Styles,2021-01-23,85,65,57,12,1
Bang!,AJR,2021-01-23,8,9,8,11,1
Tyler Herro,Jack Harlow,2021-01-23,71,61,61,12,1
Adderall (Corvette Corvette),Popp Hunna,2021-01-23,96,78,74,6,1
Anyone,Justin Bieber,2021-01-23,22,6,6,16,1
Good Days,SZA,2021-01-23,10,23,9,17,1
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2021-01-23,41,34,34,6,1
Afterglow,Ed Sheeran,2021-01-23,36,29,29,10,1
Good Time,Niko Moon,2021-01-23,44,48,20,14,1
Levitating,Dua Lipa Featuring DaBaby,2021-01-23,6,7,5,18,1
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,2021-01-23,19,12,12,11,1
Best Friend,Saweetie Featuring Doja Cat,2021-01-23,39,0,14,15,1
Livin' The Dream,Morgan Wallen,2021-01-23,74,0,74,1,1
Whiskey'd My Way,Morgan Wallen,2021-01-23,83,0,83,1,1
Forever After All,Luke Combs,2021-01-23,67,51,35,18,1
More Than My Hometown,Morgan Wallen,2021-01-23,16,27,16,6,1
Put Your Records On,Ritt Momney,2021-01-23,75,67,30,16,1
Body,Megan Thee Stallion,2021-01-23,20,16,16,16,1
Buss It,Erica Banks,2021-01-23,100,0,47,13,1
Cover Me Up,Morgan Wallen,2021-01-23,52,0,52,9,1
Diamonds,Sam Smith,2021-01-23,47,39,39,7,1
Wonderin' Bout The Wind,Morgan Wallen,2021-01-23,93,0,93,1,1
Pick Up Your Feelings,Jazmine Sullivan,2021-01-23,95,0,75,13,1
On Me,Lil Baby,2021-01-23,37,38,23,18,1
Damage,H.E.R.,2021-01-23,64,66,44,18,1
Blinding Lights,The Weeknd,2021-01-23,4,3,3,17,1
Outlaw,Morgan Wallen Featuring Ben Burgess,2021-01-23,86,0,86,1,1
You Broke Me First.,Tate McRae,2021-01-23,33,40,17,18,1
Without You,The Kid LAROI,2021-01-23,57,54,30,18,1
Champagne Night,Lady A,2021-01-23,53,33,33,6,1
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,2021-01-23,65,55,55,7,1
34+35,Ariana Grande,2021-01-23,11,13,2,18,1
You're Mines Still,Yung Bleu Featuring Drake,2021-01-23,54,56,18,18,1
Prisoner,Miley Cyrus Featuring Dua Lipa,2021-01-23,73,60,60,8,1
Back In Blood,Pooh Shiesty Featuring Lil Durk,2021-01-23,78,93,13,16,1
Whoopty,CJ,2021-01-23,25,21,10,16,1
Positions,Ariana Grande,2021-01-23,3,2,2,18,1
Mood,24kGoldn Featuring iann dior,2021-01-23,2,1,1,18,1
Your Bartender,Morgan Wallen,2021-01-23,84,0,84,1,1
Cry Baby,Megan Thee Stallion Featuring DaBaby,2021-01-23,51,44,28,18,1
Neon Eyes,Morgan Wallen,2021-01-23,63,0,63,1,1
"Big, Big Plans",Chris Lane,2021-01-23,59,49,49,9,1
